"PF05746","1bs2","Alpha and beta proteins (a+b)","RRF/tRNA synthetase additional domainlike","ArginyltRNA synthetase (ArgRS) Nterminal additional domain","ArginyltRNA synthetase (ArgRS) Nterminal additional domain"
"PF05757","1nze","All alpha proteins","Fourhelical upanddown bundle","Oxygenevolving enhancer protein","Oxygenevolving enhancer protein"
"PF05772","1pc6","Alpha and beta proteins (a+b)","NinB","NinB","NinB"
"PF05773","1ukx","Alpha and beta proteins (a+b)","UBClike","UBClike","RWD domain"
"PF05785","1hzg","Alpha and beta proteins (a+b)","CNF/YfiHlike putative cysteine hydrolases","CNF/YfiHlike putative cysteine hydrolases","Type  cytotoxic necrotizing factor catalytic domain"
"PF05793","1i27","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","C-terminal domain of the rap74 subunit of TFIIF"
"PF05826","1poc","All alpha proteins","Phospholipase A PLA","Phospholipase A PLA","Insect phospholipase A"
"PF05860","1rwr","All beta proteins","Singlestranded righthanded betahelix","Pectin lyaselike","Filamentous hemagglutinin FhaB secretion domain"
"PF05899","1o5u","All beta proteins","Double-stranded beta-helix","RmlC-like cupins","Hypothetical protein TM1112"
"PF05922","1gns","Alpha and beta proteins (a/b)","Subtilisinlike","Subtilisinlike","Subtilases"
"PF05924","1emu","All alpha proteins","Regulator of G-protein signaling RGS","Regulator of G-protein signaling RGS","Regulator of G-protein signaling RGS"
"PF05932","1jyo","Alpha and beta proteins (a+b)","Nonglobular alpha+beta subunits of globular proteins","Nonglobular alpha+beta subunits of globular proteins","Virulence effector SptP domain"
"PF05946","1oqv","Alpha and beta proteins (a+b)","Pili subunits","Pili subunits","TcpAlike pilin"
"PF05958","1uwv","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","(Uracil)methyltransferase"
"PF05972","1jpp","All alpha proteins","8 alpha-alpha superhelix","1 ARM repeat","1 Armadillo repeat"
"PF06002","1ro8","Alpha and beta proteins (a/b)","Alpha/sialyltransferase CstII","Alpha/sialyltransferase CstII","Alpha/sialyltransferase CstII"
"PF06026","1lk7","Alpha and beta proteins (a/b)","NagB/RpiA/CoA transferaselike","NagB/RpiA/CoA transferaselike","Dribosephosphate isomerase (RpiA) catalytic domain"
"PF06029","1diz","All alpha proteins","DNAglycosylase","DNAglycosylase","DNA repair glycosylase  Cterminal domains"
"PF06071","1ni3","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","G proteins"
"PF06079","1s1d","All beta proteins","5-bladed beta-propeller","Apyrase","Apyrase"
"PF06087","1rg2","Alpha and beta proteins (a+b)","Phospholipase D/nuclease","Phospholipase D/nuclease","TyrosylDNA phosphodiesterase TDP"
"PF06088","1tul","All beta proteins","betaclip","Tlp baculovirus telokinlike protein","Tlp baculovirus telokinlike protein"
"PF06134","1de5","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Xylose isomeraselike","Lrhamnose isomerase"
"PF06144","1jql","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Extended AAAATPase domain"
"PF06180","1qgo","Alpha and beta proteins (a/b)","Chelataselike","Chelatase","Cobalt chelatase CbiK"
"PF06183","1ghh","Alpha and beta proteins (a+b)","DNA damageinducible protein DinI","DNA damageinducible protein DinI","DNA damageinducible protein DinI"
"PF06185","1k4n","Alpha and beta proteins (a+b)","Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase","Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase","Hypothetical protein YecM (EC)"
"PF06268","1dfc","All beta proteins","betaTrefoil","Actincrosslinking proteins","Fascin"
"PF06325","1ufk","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","Ribosomal protein L methyltransferase PrmA"
"PF06326","1lg7","Alpha and beta proteins (a+b)","VSV matrix protein","VSV matrix protein","VSV matrix protein"
"PF06328","1i1r","All alpha proteins","4-helical cytokines","4-helical cytokines","Long-chain cytokines"
"PF06330","1jfg","All alpha proteins","Terpenoid synthases","Terpenoid synthases","Trichodiene synthase"
"PF06360","1erd","All alpha proteins","Protozoan pheromonelike","Protozoan pheromone proteins","Protozoan pheromone proteins"
"PF06368","1cb7","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Cobalamin (vitamin B)dependent enzymes","Glutamate mutase large subunit"
"PF06369","1kd6","All beta proteins","Cytolysin/lectin","Cytolysin/lectin","Anemone pore-forming cytolysin"
"PF06384","1m1e","All alpha proteins","8 alpha-alpha superhelix","1 ARM repeat","1 Armadillo repeat"
"PF06394","1f34","Alpha and beta proteins (a+b)","Pepsin inhibitor","Pepsin inhibitor","Pepsin inhibitor"
"PF06399","1jg5","Alpha and beta proteins (a+b)","GTP cyclohydrolase I feedback regulatory protein GFRP","GTP cyclohydrolase I feedback regulatory protein GFRP","GTP cyclohydrolase I feedback regulatory protein GFRP"
"PF06400","1lre","All alpha proteins","RAP domain-like","RAP domain-like","RAP domain"
"PF06406","1mwk","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Actinlike ATPase domain","Actin/HSP"
"PF06407","1n93","All alpha proteins","P nucleoprotein","P nucleoprotein","P nucleoprotein"
"PF06411","1bg8","All alpha proteins","Protein HNS-dependent expression A; HdeA","Protein HNS-dependent expression A; HdeA","Protein HNS-dependent expression A; HdeA"
"PF06414","1gvn","All alpha proteins","immunoglobulin/albumin-binding domain-like","Plasmid maintenance system epsilon/zeta antidote epsilon subunit","Plasmid maintenance system epsilon/zeta antidote epsilon subunit"
"PF06415","1o99","Alpha and beta proteins (a/b)","Alkaline phosphataselike","Alkaline phosphataselike","Bisphosphoglycerateindependent phosphoglycerate mutase catalytic domain"
"PF06431","1n25","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Extended AAAATPase domain"
"PF06433","1mg3","All beta proteins","bladed betapropeller","YVTN repeatlike/Quinoprotein amine dehydrogenase","Methylamine dehydrogenase Hchain"
"PF06434","1l5j","Alpha and beta proteins (a/b)","The ""swivelling"" beta/beta/alpha domain","LeuD/IlvDlike","LeuDlike"
"PF06438","1dk0","Alpha and beta proteins (a+b)","Hemebinding protein A (HasA)","Hemebinding protein A (HasA)","Hemebinding protein A (HasA)"
"PF06440","1du2","All alpha proteins","DNA polymerase III theta subunitlike","DNA polymerase III theta subunitlike","DNA polymerase III theta subunitlike"
"PF06441","1qo7","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","Epoxide hydrolase"
"PF06442","1vif","All beta proteins","SHlike barrel","Electron transport accessory proteins","R dihydrofolate reductase"
"PF06445","1d5y","All alpha proteins","DNA/RNA-binding 3-helical bundle","Homeodomain-like","AraC type transcriptional activator"
"PF06452","1i8a","All beta proteins","Immunoglobulinlike betasandwich","CBDlike","Family  carbohydratebinding module CBD"
"PF06453","1tii","Alpha and beta proteins (a+b)","ADPribosylation","ADPribosylation","ADPribosylating toxins"
"PF06456","1i4l","All alpha proteins","8 BAR/IMD domain-like","1 BAR/IMD domain-like","2 Arfaptin Rac-binding fragment"
"PF06457","1eci","All alpha proteins","Ectatomin subunits","Ectatomin subunits","Ectatomin subunits"
"PF06470","1gxl","Alpha and beta proteins (a+b)","Smc hinge domain","Smc hinge domain","Smc hinge domain"
"PF06475","2h1t","All beta proteins","8  Spiral beta-roll","1  PA1994-like","1  PA1994-like"
"PF06480","1iy1","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Extended AAAATPase domain"
"PF06481","1cyw","All beta proteins","Cupredoxin-like","Cupredoxins","Periplasmic domain of cytochrome c oxidase subunit II"
"PF06482","1bnl","Alpha and beta proteins (a+b)","Ctype lectinlike","Ctype lectinlike","Endostatin"
"PF06519","1lr0","Alpha and beta proteins (a+b)","TolA/TonB Cterminal domain","TolA/TonB Cterminal domain","TolA"
"PF06552","1zu2","All alpha proteins","alphaalpha superhelix","TPRlike","Tetratricopeptide repeat (TPR)"
"PF06554","1jyt","All beta proteins","Olfactory marker protein","Olfactory marker protein","Olfactory marker protein"
"PF06560","1qxr","All beta proteins","Double-stranded beta-helix","RmlC-like cupins","Glucose-6-phosphate isomerase GPI"
"PF06602","1m7r","Alpha and beta proteins (a/b)","(Phosphotyrosine protein) phosphatases II","(Phosphotyrosine protein) phosphatases II","Myotubularinlike phosphatases"
"PF06613","1igq","All beta proteins","SHlike barrel","Cterminal domain of transcriptional repressors","Transcriptional repressor protein KorB"
"PF06617","1cwr","Alpha and beta proteins (a/b)","Rhodanese/Cell cycle control phosphatase","Rhodanese/Cell cycle control phosphatase","Cell cycle control phosphatase catalytic domain"
"PF06628","1ggh","Multidomain proteins (alpha and beta)","Hemedependent catalaselike","Hemedependent catalaselike","Hemedependent catalases"
"PF06632","1fu1","All beta proteins","XRCC Nterminal domain","XRCC Nterminal domain","XRCC Nterminal domain"
"PF06652","1fjr","All beta proteins","Methuselah ectodomain","Methuselah ectodomain","Methuselah ectodomain"
"PF06714","1k28","All beta proteins","6  Phage tail proteins","1  Phage tail proteins","1  Baseplate protein-like"
"PF06715","1k28","All beta proteins","6  Phage tail proteins","1  Phage tail proteins","1  Baseplate protein-like"
"PF06723","1jcg","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Actinlike ATPase domain","Actin/HSP"
"PF06766","1r2m","All beta proteins","Hydrophobin II HfbII","Hydrophobin II HfbII","Hydrophobin II HfbII"
"PF06815","1mu2","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Ribonuclease Hlike","Ribonuclease H"
"PF06817","1mu2","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Ribonuclease Hlike","Ribonuclease H"
"PF06821","1uxo","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","YdeNlike"
"PF06827","1qu2","Alpha and beta proteins (a/b)","Adenine nucleotide alpha hydrolaselike","Nucleotidylyl transferase","Class I aminoacyltRNA synthetases (RS) catalytic domain"
"PF06831","1k82","All alpha proteins","6 S13-like H2TH domain","1 S13-like H2TH domain","2 Middle domain of MutM-like DNA repair proteins"
"PF06941","1mh9","Alpha and beta proteins (a/b)","HADlike","HADlike","()deoxyribonucleotidase (dNT)"
"PF06955","1un1","All beta proteins","Concanavalin Alike lectins/glucanases","Concanavalin Alike lectins/glucanases","Glycosyl hydrolases family"
"PF06964","1pz2","All beta proteins","Glycosyl hydrolase domain","Glycosyl hydrolase domain","Composite domain of glycosyl hydrolase families    and"
"PF06969","1olt","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Radical SAM enzymes","Oxygenindependent coproporphyrinogen III oxidase HemN"
"PF07100","1nc7","All beta proteins","3  Hypothetical protein TM1070","1  Hypothetical protein TM1070","1  Hypothetical protein TM1070"
"PF07140","1fg9","All beta proteins","Immunoglobulin-like beta-sandwich","Fibronectin type III","Fibronectin type III"
"PF07145","1jh4","All alpha proteins","PABP domainlike","PABC (PABP) domain","PABC (PABP) domain"
"PF07221","1fp3","All alpha proteins","alpha/alpha toroid","Sixhairpin glycosidases","Nacylglucosamine (NAG) epimerase"
"PF07311","1mog","Alpha and beta proteins (a+b)","Dodecin subunitlike","Dodecinlike","Dodecinlike"
"PF07361","1qq3","All alpha proteins","Four-helical up-and-down bundle","Cytochromes","Cytochrome b562"
"PF07366","1sjw","Alpha and beta proteins (a+b)","Cystatinlike","NTFlike","SnoaLlike polyketide cyclase"
"PF07435","1fgt","All alpha proteins","9 Lipoxigenase","1 Lipoxigenase","1 Plant lipoxigenases"
"PF07464","1eq1","All alpha proteins","Apolipophorin-III","Apolipophorin-III","Apolipophorin-III"
"PF07465","1jb0","Alpha and beta proteins (a+b)","Ferredoxinlike","FeS ferredoxins","Fe ferredoxin"
"PF07467","1s0w","Alpha and beta proteins (a+b)","BLIPlike","betalactamaseinhibitor protein BLIP","betalactamaseinhibitor protein BLIP"
"PF07468","1jlx","All beta proteins","betaTrefoil","Agglutinin","Agglutinin"
"PF07470","1nc5","All alpha proteins","alpha/alpha toroid","Sixhairpin glycosidases","Hypothetical protein YteR"
"PF07471","1j9i","All alpha proteins","Putative DNAbinding domain","Putative DNAbinding domain","Terminase gpNU subunit domain"
"PF07472","1uqx","All beta proteins","Calciummediated lectin","Calciummediated lectin","Calciummediated lectin"
"PF07474","1gl4","All beta proteins","Immunoglobulinlike betasandwich","Immunoglobulin","I set domains"
"PF07475","1ko7","Alpha and beta proteins (a/b)","PEP carboxykinaselike","PEP carboxykinaselike","HPr kinase HprK Cterminal domain"
"PF07476","1kko","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Enolase C-terminal domain-like","D-glucarate dehydratase-like"
"PF07477","1h41","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","(Trans)glycosidases","alpha-D-glucuronidase/Hyaluronidase catalytic domain"
"PF07478","2dln","Alpha and beta proteins (a+b)","ATPgrasp","Glutathione synthetase ATPbinding domainlike","ATPbinding domain of peptide synthetases"
"PF07479","1m66","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF07484","1ocy","Alpha and beta proteins (a+b)","Receptorbinding domain of short tail fibre protein gp","Receptorbinding domain of short tail fibre protein gp","Receptorbinding domain of short tail fibre protein gp"
"PF07487","1gzs","All alpha proteins","8 SopE-like GEF domain","1 SopE-like GEF domain","1 SopE-like GEF domain"
"PF07488","1h41","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","(Trans)glycosidases","alpha-D-glucuronidase/Hyaluronidase catalytic domain"
"PF07489","1f02","All beta proteins","Immunoglobulinlike betasandwich","Invasin/intimin celladhesion fragments","Invasin/intimin celladhesion fragments"
"PF07490","1f02","All beta proteins","Immunoglobulinlike betasandwich","Invasin/intimin celladhesion fragments","Invasin/intimin celladhesion fragments"
"PF07497","1pv4","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RecA proteinlike (ATPasedomain)"
"PF07498","1pv4","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RecA proteinlike (ATPasedomain)"
"PF07499","1bvs","All alpha proteins","RuvA C-terminal domain-like","DNA helicase RuvA subunit C-terminal domain","DNA helicase RuvA subunit C-terminal domain"
"PF07500","1enw","All alpha proteins","RuvA Cterminal domainlike","Elongation factor TFIIS domain","Elongation factor TFIIS domain"
"PF07504","7tli","Alpha and beta proteins (a+b)","Zincinlike","Metalloproteases (""zincins"") catalytic domain","Thermolysinlike"
"PF07516","1nkt","All alpha proteins","2 Pre-protein crosslinking domain of SecA","1 Pre-protein crosslinking domain of SecA","1 Pre-protein crosslinking domain of SecA"
"PF07517","1nkt","All alpha proteins","2 Pre-protein crosslinking domain of SecA","1 Pre-protein crosslinking domain of SecA","1 Pre-protein crosslinking domain of SecA"
"PF07541","1q46","All alpha proteins","SAM domain-like","4 eIF2alpha middle domain-like","1 eIF2alpha middle domain-like"
"PF07565","1hyn","Alpha and beta proteins (a+b)","Phoshotransferase/anion transport protein","Phoshotransferase/anion transport protein","Anion transport protein cytoplasmic domain"
"PF07646","1gof","All beta proteins","bladed betapropeller","Galactose oxidase central domain","Galactose oxidase central domain"
"PF07647","1b0x","All alpha proteins","SAM domainlike","SAM/Pointed domain","SAM (sterile alpha motif) domain"
"PF07648","3sgb","All beta proteins","Trypsinlike serine proteases","Trypsinlike serine proteases","Prokaryotic proteases"
"PF07653","1shf","All beta proteins","SHlike barrel","SHdomain","SHdomain"
"PF07676","1crz","All beta proteins","bladed betapropeller","TolB Cterminal domain","TolB Cterminal domain"
"PF07677","1bv8","All beta proteins","Common fold of diphtheria toxin/transcription factors/cytochrome f","Alpha-macroglobulin receptor domain","Alpha-macroglobulin receptor domain"
"PF07683","1nij","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nitrogenase iron proteinlike"
"PF07687","1cg2","Alpha and beta proteins (a/b)","Phosphorylase/hydrolaselike","Zndependent exopeptidases","Bacterial dinuclear zinc exopeptidases"
"PF07706","1bw0","Alpha and beta proteins (a/b)","PLPdependent transferaselike","PLPdependent transferases","AATlike"
"PF07710","1olg","All alpha proteins","p tetramerization domain","p tetramerization domain","p tetramerization domain"
"PF07714","1apm","Alpha and beta proteins (a+b)","Protein kinaselike (PKlike)","Protein kinaselike (PKlike)","Protein kinases catalytic subunit"
"PF07719","1a17","All alpha proteins","8 alpha-alpha superhelix","8 TPR-like","1 Tetratricopeptide repeat (TPR)"
"PF07720","1a17","All alpha proteins","8 alpha-alpha superhelix","8 TPR-like","1 Tetratricopeptide repeat (TPR)"
"PF07721","1a17","All alpha proteins","8 alpha-alpha superhelix","8 TPR-like","1 Tetratricopeptide repeat (TPR)"
"PF07724","1nsf","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Extended AAAATPase domain"
"PF07726","1nsf","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Extended AAAATPase domain"
"PF07727","1hmv","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Ribonuclease Hlike","Ribonuclease H"
"PF07728","1nsf","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Extended AAAATPase domain"
"PF07729","1e2x","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","GntR-like transcriptional regulators"
"PF07731","1aoz","All beta proteins","Cupredoxin-like","Cupredoxins","Multidomain cupredoxins"
"PF07732","1aoz","All beta proteins","Cupredoxin-like","Cupredoxins","Multidomain cupredoxins"
"PF07736","1fnj","Alpha and beta proteins (a+b)","Bacillus chorismate mutaselike","YjgFlike","Chorismate mutase"
"PF07737","1pwq","Alpha and beta proteins (a+b)","Zincinlike","Metalloproteases (""zincins"") catalytic domain","Anthrax toxin lethal factor N and Cterminal domains"
"PF07739","1ny9","All alpha proteins","Antibiotic binding domain of TipAlike multidrug resistance regulators","Antibiotic binding domain of TipAlike multidrug resistance regulators","Antibiotic binding domain of TipAlike multidrug resistance regulators"
"PF07741","1ngm","Alpha and beta proteins (a+b)","TBPlike","TATAbox binding proteinlike","TATAbox binding protein (TBP) Cterminal domain"
"PF07743","1fpo","All alpha proteins","Long alphahairpin","Chaperone Jdomain","Chaperone Jdomain"
"PF07744","1ow1","All beta proteins","SPOC domainlike","SPOC domainlike","SPOC domain"
"PF07745","1fob","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","(Trans)glycosidases","beta-glycanases"
"PF07746","1b4u","Alpha and beta proteins (a/b)","Phosphorylase/hydrolaselike","LigBlike","LigBlike"
"PF07747","1iio","All alpha proteins","EF Handlike","Hypothetical protein MTH","Hypothetical protein MTH"
"PF07748","1o7d","Alpha and beta proteins (a/b)","stranded beta/alpha barrel","Glycoside hydrolase/deacetylase","alphamannosidase"
"PF07749","1ovn","All alpha proteins","ERP29 C domain-like","ERP29 C domain-like","ERP29 C domain-like"
"PF07764","1irq","All alpha proteins","Ribbon-helix-helix","Ribbon-helix-helix","Omega transcriptional repressor"
"PF07827","1kny","All alpha proteins","Four-helical up-and-down bundle","6 Nucleotidyltransferase substrate binding subunit/domain","1 Kanamycin nucleotidyltransferase (KNTase) C-terminal domain"
"PF07828","1l7l","All beta proteins","Galactosebinding domainlike","Galactosebinding domainlike","PAIL galactosebinding lectin"
"PF07830","1a6q","All alpha proteins","Another helical bundle","Protein serine/threonine phosphatase C Cterminal domain","Protein serine/threonine phosphatase C Cterminal domain"
"PF07831","1brw","Alpha and beta proteins (a/b)","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain"
"PF07833","1spu","Alpha and beta proteins (a+b)","Cystatinlike","Amine oxidase Nterminal region","Amine oxidase Nterminal region"
"PF07834","1kps","All alpha proteins","8 alpha-alpha superhelix","12 Ran-GTPase activating protein 1 (RanGAP1) C-terminal domain",".1 Ran-GTPase activating protein 1 (RanGAP1) C-terminal domain"
"PF07835","1qle","All beta proteins","Immunoglobulinlike betasandwich","Immunoglobulin","V set domains (antibody variable domainlike)"
"PF07836","1nvm","All alpha proteins","RuvA C-terminal domain-like","post-HMGL domain-like","DmpG/LeuA communication domain-like"
"PF07837","1qd1","Alpha and beta proteins (a+b)","Ferredoxinlike","Formiminotransferase domain of formiminotransferasecyclodeaminase.","Formiminotransferase domain of formiminotransferasecyclodeaminase."
"PF07840","1hw2","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","GntR-like transcriptional regulators"
"PF07858","1nww","Alpha and beta proteins (a+b)","Cystatinlike","NTFlike","Limoneneepoxide hydrolaselike"
"PF07880","1qex","All beta proteins","gp","gp","gp"
"PF07881","1fui","All beta proteins","Reductase/isomerase/elongation factor common domain","FucI/AraA Cterminal domainlike","Lfucose isomerase Cterminal domain"
"PF07882","1fui","All beta proteins","Reductase/isomerase/elongation factor common domain","FucI/AraA Cterminal domainlike","Lfucose isomerase Cterminal domain"
"PF07883","1vj2","All beta proteins","Doublestranded betahelix","RmlClike cupins","TMlike"
"PF07912","1g7e","Alpha and beta proteins (a/b)","Thioredoxin fold","Thioredoxinlike","ERP N domainlike"
"PF07924","1ktu","Alpha and beta proteins (a+b)","Nuclease A inhibitor (NuiA)","Nuclease A inhibitor (NuiA)","Nuclease A inhibitor (NuiA)"
"PF07925","1n35","Multidomain proteins (alpha and beta)","DNA/RNA polymerases","DNA/RNA polymerases","RNAdependent RNApolymerase"
"PF07930","1ei5","All beta proteins","Streptavidin-like","D-aminopeptidase middle and C-terminal domains","D-aminopeptidase middle and C-terminal domains"
"PF07931","1grq","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Chloramphenicol phosphotransferase"
"PF07934","1ebm","All alpha proteins","DNA-glycosylase","DNA-glycosylase","DNA repair glycosylase 2 C-terminal domains"
"PF07938","1ofz","All beta proteins","6-bladed beta-propeller","Fucose-specific lectin","Fucose-specific lectin"
"PF07943","1hd8","All beta proteins","Penicillinbinding protein associated domain","Penicillinbinding protein associated domain","PBP Cterminal domainlike"
"PF07965","1jv2","All beta proteins","Immunoglobulin-like beta-sandwich","Integrin domains","Integrin domains"
"PF07991","1yve","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF07992","3lad","Alpha and beta proteins (a/b)","FAD/NAD(P)-binding domain","FAD/NAD(P)-binding domain","FAD/NAD-linked reductases N-terminal and central domains"
"PF07994","1gr0","Alpha and beta proteins (a/b)","NAD(P)-binding Rossmann-fold domains","NAD(P)-binding Rossmann-fold domains","Glyceraldehyde-3-phosphate dehydrogenase-like N-terminal domain"
"PF08100","1fp2","All alpha proteins","DNA/RNAbinding helical bundle","""Winged helix"" DNAbinding domain","Plant Omethyltransferase Nterminal domain"
"PF08125","1m2w","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF08205","1dr9","All beta proteins","Immunoglobulin-like beta-sandwich","Immunoglobulin","C2 set domains"
"PF08220","1lk5","Alpha and beta proteins (a/b)","NagB/RpiA/CoA transferaselike","NagB/RpiA/CoA transferaselike","Dribosephosphate isomerase (RpiA) catalytic domain"
"PF08263","1m10","Alpha and beta proteins (a/b)","Leucinerich repeat LRR (righthanded betaalpha superhelix)","L domainlike","Ngr ectodomainlike"
"PF08264","1ivs","All alpha proteins","Long alphahairpin","tRNAbinding arm","ValyltRNA synthetase (ValRS) Cterminal domain"
"PF08281","1or7","All alpha proteins","DNA/RNA-binding 3-helical bundle","Sigma3 and sigma4 domains of RNA polymerase sigma factors","Sigma4 domain"
"PF08299","1j1v","All alpha proteins","DNA/RNA-binding 3-helical bundle","TrpR-like","Chromosomal replication initiation factor DnaA C-terminal domain IV"
"PF08329","1ctn","All beta proteins","Immunoglobulin-like beta-sandwich","E set domains","E-set domains of sugar-utilizing enzymes"
"PF08359","1vi0","All alpha proteins","1 Tetracyclin repressor-like C-terminal domain","1 Tetracyclin repressor-like C-terminal domain","1 Tetracyclin repressor-like C-terminal domain"
"PF08360","1jus","All alpha proteins","DNA/RNAbinding helical bundle","Homeodomainlike","Tetracyclin repressorlike Nterminal domain"
"PF08423","1n0w","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RecA proteinlike (ATPasedomain)"
"PF08445","1sqh","Alpha and beta proteins (a+b)","AcylCoA Nacyltransferases (Nat)","AcylCoA Nacyltransferases (Nat)","Hypothetical protein cgpa"
"PF08501","1vi2","Alpha and beta proteins (a/b)","NAD(P)-binding Rossmann-fold domains","NAD(P)-binding Rossmann-fold domains","Aminoacid dehydrogenase-like C-terminal domain"
"PF08502","1sr9","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Aldolase","HMGLlike"
"PF08526","1wd8","All beta proteins","Common fold of diphtheria toxin/transcription factors/cytochrome f","Peptidylarginine deiminase Pad middle domain","Peptidylarginine deiminase Pad middle domain"
"PF08527","1wd8","All beta proteins","Common fold of diphtheria toxin/transcription factors/cytochrome f","Peptidylarginine deiminase Pad middle domain","Peptidylarginine deiminase Pad middle domain"
"PF08532","1kwg","All beta proteins","Glycosyl hydrolase domain","Glycosyl hydrolase domain","alphaAmylases Cterminal betasheet domain"
"PF08533","1kwg","All beta proteins","Glycosyl hydrolase domain","Glycosyl hydrolase domain","alphaAmylases Cterminal betasheet domain"
"PF08535","1r71","All alpha proteins","DNA/RNA-binding 3-helical bundle","KorB DNA-binding domain-like","KorB DNA-binding domain-like"
"PF08542","1sxj","Alpha and beta proteins (a+b)","DNA clamp","DNA clamp","DNA polymerase processivity factor"
"PF08543","1jxi","Alpha and beta proteins (a/b)","Ribokinaselike","Ribokinaselike","Thiamin biosynthesis kinases"
"PF08544","1fwl","Alpha and beta proteins (a+b)","Ribosomal protein S domain like","Ribosomal protein S domain like","GHMP Kinase Nterminal domain"
"PF08546","1ks9","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF08558","1h6p","All alpha proteins","6 Telomeric repeat binding factor (TRF) dimerisation domain","1 Telomeric repeat binding factor (TRF) dimerisation domain","1 Telomeric repeat binding factor (TRF) dimerisation domain"
"PF08564","1us7","Alpha and beta proteins (a+b)","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","Heat shock protein  HSP Nterminal domain"
"PF08565","1us7","Alpha and beta proteins (a+b)","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","ATPase domain of HSP chaperone/DNA topoisomerase II/histidine kinase","Heat shock protein  HSP Nterminal domain"
"PF08567","1pfj","All beta proteins","PH domainlike barrel","PH domainlike","TFIIH domain"
"PF08603","1kq5","All beta proteins","Single-stranded right-handed beta-helix","C-terminal domain of adenylylcyclase associated protein","C-terminal domain of adenylylcyclase associated protein"
